0 801.95 29.7112
1 808.61 30.8809
2 804.11 30.5307
3 801.80 30.4973
4 796.95 30.8074
5 805.84 29.1668
6 797.50 30.1044
7 815.67 30.1690
8 818.55 30.9239
9 795.34 29.5843
10 811.67 29.4817
11 801.16 29.2006
12 802.72 29.0329
13 817.02 30.8591
14 782.84 30.3398
15 783.49 30.5703
16 780.81 29.5635
17 813.30 30.1728
18 811.13 29.1279
19 814.80 29.9713
20 819.14 30.9550
21 811.97 30.7530
22 798.46 29.6763
23 811.22 30.9231
24 784.73 29.4634
25 805.60 30.8986
26 785.73 30.8828
27 817.79 30.5984
28 800.87 30.2609
29 796.59 30.7486
30 790.58 29.5860
31 810.97 30.6979
32 798.25 30.2358
33 802.74 29.0265
34 780.75 29.6945
35 804.71 29.2963
36 804.48 30.9637
37 804.68 29.9567
38 817.75 29.9948
39 807.27 30.2789
40 794.38 29.7372
41 797.48 29.2738
42 807.91 30.6442
43 782.41 29.3797
44 806.67 30.0226
45 806.83 29.4486
46 788.42 29.1957
47 785.16 30.7244
48 792.62 30.9458
49 794.55 30.9217
50 802.81 30.8131
51 797.54 30.5481
52 819.53 29.6663
53 784.08 29.1622
54 788.36 29.8145
55 786.45 29.4645
56 806.12 29.2650
57 790.13 29.1069
58 798.65 30.4512
59 789.78 29.0229
60 786.36 30.5412
61 784.42 29.2939
62 806.25 29.1590
63 785.53 29.1792
64 787.86 30.3441
65 794.75 29.4907
66 812.84 29.8411
67 783.88 30.1147
68 813.52 30.7211
69 783.84 30.4541
70 819.06 29.5407
71 798.75 29.2630
72 819.07 29.1107
73 804.19 29.6032
74 809.57 29.5242
75 781.57 29.9123
76 791.31 30.3666
77 784.81 30.3913
78 791.85 29.5670
79 784.75 29.7599
80 792.72 29.3623
81 796.57 30.5771
82 782.57 29.1137
83 807.70 30.3940
84 802.66 30.5574
85 790.62 30.5548
86 800.93 29.5188
87 783.76 29.7476
88 803.04 30.1752
89 817.17 29.5456
90 792.74 29.7417
91 806.70 29.3941
92 785.27 29.9197
93 808.65 29.0892
94 791.58 30.5996
95 787.33 29.1539
96 803.46 30.0377
97 780.80 29.6136
98 813.16 30.1551
99 780.19 30.9189
100 807.11 30.2911
101 790.80 29.0707
102 809.41 29.8608
103 818.49 30.0200
104 789.95 30.0724
105 803.05 30.3628
106 803.68 29.5552
107 802.89 29.2577
108 788.92 29.7854
109 818.11 30.9128
110 797.89 29.3743
111 813.86 30.8080
112 807.98 30.0876
113 791.90 29.9138
114 812.55 30.7641
115 795.86 29.9172
116 815.24 30.4483
117 803.25 29.7981
118 815.27 30.8081
119 807.70 30.3801
120 809.01 30.3992
121 800.05 29.6554
122 818.24 30.5136
123 805.76 30.2721
124 796.95 29.4800
125 804.26 29.3211
126 780.77 30.5928
127 792.06 30.9183
128 806.41 29.9163
129 791.60 30.1820
130 804.72 30.7154
131 797.15 29.9144
132 785.42 30.9037
133 791.93 30.1515
134 802.80 30.6415
135 803.63 30.8177
136 802.97 30.6310
137 806.13 29.3188
138 806.08 30.2578
139 797.26 29.7969
140 815.86 29.1254
141 794.70 29.8481
142 797.43 29.5174
143 815.68 30.6981
144 812.25 29.0666
145 808.16 30.9180
146 784.01 29.7107
147 816.78 29.7134
148 808.57 29.0327
149 819.95 29.3705
150 785.98 29.8025
151 814.73 30.8586
152 786.50 29.1992
153 804.62 30.8906
154 784.95 30.7390
155 813.92 29.9083
156 812.29 29.6534
157 802.76 29.4655
158 796.29 30.2289
159 782.77 29.0661
160 807.90 29.0312
161 798.14 29.8576
162 808.88 29.1361
163 814.66 29.5039
164 819.02 29.4423
165 814.23 29.5064
166 780.47 29.2621
167 794.40 29.0241
168 809.20 29.2310
169 786.87 30.2370
170 800.84 30.9485
171 782.17 30.9807
172 788.00 29.8181
173 780.74 29.3259
174 811.75 30.2775
175 788.96 29.9806
176 793.81 30.9788
177 817.12 29.1306
178 808.18 30.5665
179 781.27 29.5768
180 786.59 29.4828
181 804.86 30.3250
182 803.09 29.4921
183 789.52 30.3317
184 817.37 30.0346
185 804.56 29.8482
186 801.43 30.1094
187 803.60 29.5741
188 809.20 30.4131
189 792.48 29.8297
190 795.93 29.7211
191 788.39 30.6573
192 787.45 30.8499
193 817.77 29.0920
194 809.58 29.4653
195 799.62 29.6970
196 789.10 30.6299
197 790.17 30.9710
198 782.32 30.9379
199 797.38 30.8099
200 792.47 29.5931
201 807.85 30.9840
202 795.11 29.4988
203 787.18 29.2118
204 780.99 30.9019
205 782.69 29.4668
206 807.18 30.3795
207 798.15 29.1167
208 801.46 30.4614
209 815.87 30.7634
210 819.61 29.5449
211 788.68 29.7581
212 806.52 29.7486
213 790.53 30.4976
214 780.83 29.4756
215 810.34 29.3437
216 792.80 29.8986
217 795.34 29.6089
218 803.53 30.6784
219 813.24 29.4755
220 805.16 30.0048
221 814.91 30.8852
222 790.94 30.2680
223 811.92 30.7346
224 787.43 30.8804
225 818.11 30.5015
226 807.50 30.3992
227 788.62 30.9359
228 817.89 30.9888
229 809.23 29.9036
230 790.16 29.1417
231 788.53 29.5856
232 800.73 29.3047
233 781.03 29.8350
234 788.30 29.2626
235 796.99 30.2082
236 794.97 29.7656
237 798.54 30.7908
238 791.11 30.9356
239 803.47 30.0938
240 814.55 29.5496
241 784.70 30.1845
242 800.70 30.7935
243 785.28 29.8135
244 808.67 30.1042
245 795.84 29.5433
246 802.62 29.9109
247 787.33 29.8034
248 785.79 29.4968
249 799.52 30.0117
